node_id,lat,lon,category
node/560196725,43.7052158,-79.4425168,supermarket
node/560196733,43.7036555,-79.4408534,supermarket
node/561181501,43.7460309,-79.2879377,supermarket
node/582753955,43.6978473,-79.3955072,supermarket
node/582930392,43.8298109,-79.122521,supermarket
node/598103300,43.6675471,-79.4408504,supermarket
node/599896644,43.8143828,-79.6064975,supermarket
node/599896656,43.8238612,-79.6092957,supermarket
node/599897446,43.8439665,-79.5577728,supermarket
node/599897453,43.8515995,-79.5359902,supermarket
node/615954940,43.7761811,-79.3248523,supermarket
node/652152144,43.6245847,-79.5894387,supermarket
node/668989553,43.6023814,-79.625912,supermarket
node/678894444,43.7893697,-79.2670092,supermarket
node/682232893,43.6708968,-79.3845092,supermarket
node/683617071,43.8220321,-79.3263892,supermarket
node/691071779,43.6597135,-79.3656451,supermarket
node/699671366,43.5819776,-79.6183182,supermarket
node/708779942,43.5781867,-79.6158957,supermarket
node/726453066,43.5825997,-79.6383729,supermarket
node/732809379,43.5813786,-79.6157892,supermarket
node/763638337,43.6720244,-79.3951584,supermarket
node/767576895,43.646272,-79.387433,supermarket
node/772352280,43.7908435,-79.3919898,supermarket
node/775939140,43.6419126,-79.3754931,supermarket
node/797705352,43.7889824,-79.2685434,supermarket
node/803202334,43.637753,-79.4343077,supermarket
node/823844709,43.6592764,-79.3756754,supermarket
node/828418092,43.6696112,-79.3886007,supermarket
node/836325051,43.6596607,-79.4371487,supermarket
node/837041042,43.7305206,-79.266804,supermarket
node/848372388,43.8408956,-79.3034904,supermarket
node/848374004,43.8334875,-79.3073258,supermarket
node/891977606,43.5811631,-79.6138776,supermarket
node/895259355,43.6484877,-79.3821859,supermarket
node/911632130,43.6259583,-79.6056548,supermarket
node/968464560,43.8656206,-79.2851908,supermarket
node/1023701329,43.7321897,-79.2669376,supermarket
node/1064555104,43.8477955,-79.4614137,supermarket
node/1071837751,43.8460835,-79.4607236,supermarket
node/1073627085,43.8502882,-79.4082462,supermarket
node/1125194004,43.7635305,-79.4111469,supermarket
node/1131532988,43.793037,-79.4483646,supermarket
node/1134233888,43.670371,-79.387079,supermarket
node/1141372978,43.644779,-79.386915,supermarket
node/1141383055,43.6446455,-79.3871543,supermarket
node/1267432262,43.6356761,-79.3987636,supermarket
node/1291264958,43.7083614,-79.3655124,supermarket
node/1309639627,43.587535,-79.625597,supermarket
node/1309646535,43.595577,-79.602825,supermarket
node/1319709209,43.5776801,-79.6026031,supermarket
node/1375337634,43.666606,-79.376233,supermarket
node/1387968035,43.708209,-79.389795,supermarket
node/1407761340,43.5678827,-79.6605222,supermarket
node/1407769531,43.5718549,-79.6582155,supermarket
node/1421538657,43.7766394,-79.4696515,supermarket
node/1422601222,43.8169644,-79.2108073,supermarket
node/1422601336,43.8172129,-79.2112195,supermarket
node/1444959257,43.804731,-79.438491,supermarket
node/1459289096,43.803458,-79.292776,supermarket
node/1471253919,43.6603152,-79.3844864,supermarket
node/1491980930,43.834048,-79.091235,supermarket
node/1500853555,43.6926868,-79.4657378,supermarket
node/1502222352,43.7821024,-79.172206,supermarket
node/1508929939,43.8497606,-79.0219041,supermarket
node/1518406892,43.6474912,-79.4015723,supermarket
node/1569579009,43.5927264,-79.5662959,supermarket
node/1639866940,43.6511181,-79.3663593,supermarket
node/1672922213,43.5119291,-79.6486297,supermarket
node/1685297716,43.6319159,-79.5191103,supermarket
node/1689661489,43.707884,-79.39197,supermarket
node/1727149580,43.8690033,-79.3603219,supermarket
node/1727168611,43.8510793,-79.3565829,supermarket
node/1816234844,43.865422,-79.434913,supermarket
node/1851315083,43.5085379,-79.6303528,supermarket
node/1861805904,43.6012071,-79.5025284,supermarket
node/1862244325,43.5306708,-79.6157709,supermarket
node/1948589745,43.7064574,-79.3596014,supermarket
node/1962058996,43.6198537,-79.5239909,supermarket
node/1962183135,43.792073,-79.418013,supermarket
node/1966025135,43.8622441,-79.4326858,supermarket
node/1997659648,43.521001,-79.685637,supermarket
node/2084949463,43.713857,-79.399687,supermarket
node/2132778188,43.7062466,-79.3605436,supermarket
node/2203975940,43.8067792,-79.4726545,supermarket
node/2243470928,43.72674,-79.3002277,supermarket
node/2266244980,43.6768789,-79.4941913,supermarket
node/2354348584,43.773964,-79.3401694,supermarket
node/2366714885,43.7166344,-79.5545106,supermarket
node/2369253779,43.8572775,-79.303517,supermarket
node/2410396937,43.710897,-79.3990474,supermarket
node/2437943980,43.7913073,-79.4443171,supermarket
node/2454878864,43.6404855,-79.3942463,supermarket
node/2470509496,43.6100852,-79.5475302,supermarket
node/2541753704,43.7606262,-79.2184152,supermarket
node/2546385051,43.6843108,-79.3199899,supermarket
node/2558957633,43.6495869,-79.4333624,supermarket
node/2564794500,43.6060622,-79.5884763,supermarket
node/2613031993,43.8254466,-79.2771774,supermarket
node/2685647164,43.5246714,-79.6830805,supermarket
node/2698193303,43.8424779,-79.1055981,supermarket
node/2701467053,43.8480609,-79.0720979,supermarket
node/2702058047,43.7536755,-79.3493647,supermarket
node/2704255396,43.7178304,-79.4291486,supermarket
node/2767158186,43.7981542,-79.420862,supermarket
node/2775117808,43.8788384,-79.4387548,supermarket
node/2799015801,43.8160597,-79.4528982,supermarket
node/2799258702,43.8106547,-79.4222313,supermarket
node/2799797419,43.8100467,-79.4603891,supermarket
node/2826512751,43.8595641,-79.0369258,supermarket
node/2833168699,43.6722464,-79.3214231,supermarket
node/2840298401,43.7224912,-79.2907226,supermarket
node/2850469552,43.6727316,-79.4707764,supermarket
node/2853037158,43.6016325,-79.5917235,supermarket
node/2856601101,43.726848,-79.2887287,supermarket
node/2866702859,43.8920276,-79.4439082,supermarket
node/2901438692,43.659336,-79.514901,supermarket
node/2908425808,43.8542115,-79.2573986,supermarket
node/2909423024,43.8583353,-79.3335982,supermarket
node/2916190281,43.8496309,-79.3551471,supermarket
node/2916217446,43.857888,-79.322606,supermarket
node/2926526060,43.8773079,-79.4110103,supermarket
node/2926787703,43.7291495,-79.2905685,supermarket
node/2926805701,43.7305937,-79.2849601,supermarket
node/2967604370,43.6500767,-79.3699913,supermarket
node/2997099263,43.8635097,-79.4838813,supermarket
node/3016336373,43.81502,-79.3224323,supermarket
node/3032299219,43.8210226,-79.3986858,supermarket
node/3040164233,43.86194,-79.0209182,supermarket
node/3046668349,43.6600981,-79.3615221,supermarket
node/3096244077,43.7962084,-79.4336165,supermarket
node/3098467663,43.7608195,-79.4104774,supermarket
node/3144748975,43.6818241,-79.4259043,supermarket
node/3229188764,43.6455958,-79.3936809,supermarket
node/3237108605,43.892067,-79.0532159,supermarket
node/3245334360,43.7962796,-79.2710304,supermarket
node/3258796963,43.8807202,-79.3948959,supermarket
node/3283163145,43.7854533,-79.4737629,supermarket
node/3288802961,43.6716106,-79.3781127,supermarket
node/3302606183,43.7144362,-79.3331597,supermarket
node/3306493403,43.7541597,-79.4876884,supermarket
node/3306518480,43.7551773,-79.4883549,supermarket
node/3313337535,43.8004902,-79.2003631,supermarket
node/3318025983,43.8008914,-79.1984187,supermarket
node/3326486318,43.7400242,-79.512093,supermarket
node/3368947344,43.6469377,-79.3911588,supermarket
node/3396318852,43.6415625,-79.4152848,supermarket
node/3403738003,43.8928281,-79.2629631,supermarket
node/3418915694,43.6231048,-79.4827082,supermarket
node/3427101092,43.6361578,-79.4033993,supermarket
node/3435117534,43.7116139,-79.5314839,supermarket
node/3445656550,43.770121,-79.1845116,supermarket
node/3561927415,43.6470368,-79.3789097,supermarket
node/3594694567,43.7461503,-79.4873984,supermarket
node/3594724685,43.7388424,-79.5117315,supermarket
node/3620992885,43.8051165,-79.4196225,supermarket
node/3632330347,43.8676404,-79.0377773,supermarket
node/3648172014,43.7223025,-79.2353624,supermarket
node/3654403517,43.6239316,-79.606083,supermarket
node/3698533565,43.6475091,-79.3810245,supermarket
node/3732233409,43.5752193,-79.6226737,supermarket
node/3740334280,43.7331594,-79.6346329,supermarket
node/3740787162,43.7819453,-79.2922658,supermarket
node/3741392546,43.6866521,-79.3999134,supermarket
node/3748566485,43.5798374,-79.6482331,supermarket
node/3755181758,43.6095576,-79.5491042,supermarket
node/3767279731,43.7924324,-79.2404418,supermarket
node/3790920524,43.8903723,-79.4404621,supermarket
node/3796212747,43.6535606,-79.3943835,supermarket
node/3816467386,43.7752297,-79.2654932,supermarket
node/3864189065,43.8312969,-79.0169149,supermarket
node/3894314045,43.6196015,-79.5509007,supermarket
node/3928979016,43.5781314,-79.6609913,supermarket
node/3932261958,43.5907933,-79.6794195,supermarket
node/3933307437,43.6020235,-79.6712663,supermarket
node/3933918769,43.7036459,-79.2534739,supermarket
node/3956980923,43.5568967,-79.6454835,supermarket
node/3966621834,43.5906124,-79.6718445,supermarket
node/3968908307,43.615162,-79.6607474,supermarket
node/4004435203,43.6355186,-79.622526,supermarket
node/4013809949,43.6790198,-79.3453131,supermarket
node/4015549339,43.6680266,-79.3692816,supermarket
node/4015549348,43.6676089,-79.3691722,supermarket
node/4020625321,43.615788,-79.6171617,supermarket
node/4023857905,43.6620174,-79.3797482,supermarket
node/4100650892,43.6643125,-79.367824,supermarket
node/4228616955,43.7645439,-79.4678185,supermarket
node/4236615849,43.7737154,-79.6124974,supermarket
node/4253506981,43.6634713,-79.3673789,supermarket
node/4253525773,43.6575704,-79.3654115,supermarket
node/4320427326,43.8108293,-79.4524606,supermarket
node/4368028495,43.7246889,-79.6950023,supermarket
node/4378209726,43.6766139,-79.3557694,supermarket
node/4379889589,43.6536038,-79.4510183,supermarket
node/4420814201,43.7521097,-79.2601508,supermarket
node/4425187036,43.6380551,-79.4190063,supermarket
node/4435701086,43.640373,-79.4370233,supermarket
node/4460800873,43.7712351,-79.1843991,supermarket
node/4461076612,43.7073339,-79.3947061,supermarket
node/4462701574,43.7764623,-79.2629281,supermarket
node/4462759877,43.7339059,-79.2592499,supermarket
node/4463416712,43.7610083,-79.2241678,supermarket
node/4483873691,43.8035224,-79.4194239,supermarket
node/4528951890,43.7666527,-79.6588619,supermarket
node/4535947650,43.7711734,-79.6610337,supermarket
node/4602942588,43.8481945,-79.3512936,supermarket
node/4625687051,43.657462,-79.4015575,supermarket
node/4632633054,43.8352767,-79.0887562,supermarket
node/4643369998,43.6908919,-79.290648,supermarket
node/4664668699,43.5201429,-79.68214,supermarket
node/4804929629,43.6550604,-79.4181407,supermarket
node/4858715364,43.7140497,-79.3779615,supermarket
node/4869906504,43.7534673,-79.253342,supermarket
node/4951853433,43.7404061,-79.2331517,supermarket
node/4953740624,43.6427402,-79.4276789,supermarket
node/4968529411,43.8973083,-79.0277105,supermarket
node/5061254768,43.5974765,-79.5950875,supermarket
node/5090693670,43.6731641,-79.3195687,supermarket
node/5120659721,43.6478463,-79.4013857,supermarket
node/5127412877,43.6480134,-79.392845,supermarket
node/5154126004,43.7287448,-79.4179249,supermarket
node/5241595921,43.7406777,-79.3207066,supermarket
node/5262869935,43.8549827,-79.2571588,supermarket
node/5267154723,43.8405775,-79.2533742,supermarket
node/5359367316,43.8467336,-79.5600043,supermarket
node/5368647056,43.7227468,-79.4980559,supermarket
node/5368656861,43.7195884,-79.5115035,supermarket
node/5368912117,43.7639064,-79.3990762,supermarket
node/5379390971,43.7577803,-79.4089167,supermarket
node/5440678721,43.6492676,-79.4233859,supermarket
node/5445582027,43.6687891,-79.3369521,supermarket
node/5467645623,43.7105134,-79.3986923,supermarket
node/5473806721,43.6614997,-79.4492733,supermarket
node/5553286805,43.6521132,-79.379587,supermarket
node/5708784925,43.7360856,-79.5636656,supermarket
node/5709566322,43.7380972,-79.5682343,supermarket
node/5732513225,43.6542154,-79.4001107,supermarket
node/5811645254,43.8850752,-79.4666487,supermarket
node/5825318248,43.7252902,-79.402611,supermarket
node/5954609385,43.6645896,-79.3845907,supermarket
node/5967846486,43.7829306,-79.6783137,supermarket
node/5973488567,43.684172,-79.3649346,supermarket
node/5986863973,43.7792385,-79.4170341,supermarket
node/6096959395,43.6392664,-79.4200024,supermarket
node/6205041786,43.6521389,-79.3973987,supermarket
node/6240360530,43.6464772,-79.4194975,supermarket
node/6310065821,43.6294312,-79.5505171,supermarket
node/6325960670,43.6432145,-79.4476667,supermarket
node/6332343076,43.7203441,-79.600824,supermarket
node/6334392494,43.7564221,-79.5894495,supermarket
node/6341941400,43.7730171,-79.6602353,supermarket
node/6341947267,43.771097,-79.6595943,supermarket
node/6347654890,43.6667909,-79.4468996,supermarket
node/6369148099,43.6546542,-79.407364,supermarket
node/6371122436,43.6692698,-79.375322,supermarket
node/6371265844,43.7692767,-79.5218462,supermarket
node/6373324122,43.6572025,-79.4476761,supermarket
node/6382259855,43.6489999,-79.3718909,supermarket
node/6399214625,43.6788016,-79.2976521,supermarket
node/6475614458,43.5840553,-79.6129364,supermarket
node/6483209308,43.6535654,-79.3979955,supermarket
node/6512005429,43.645222,-79.5231736,supermarket
node/6538318458,43.716871,-79.4472351,supermarket
node/6538687892,43.7258148,-79.4830184,supermarket
node/6542536245,43.8055324,-79.4527561,supermarket
node/6548307606,43.7191271,-79.457862,supermarket
node/6554560739,43.715019,-79.5936915,supermarket
node/6554593065,43.741536,-79.6049514,supermarket
node/6554677046,43.7434176,-79.6053819,supermarket
node/6559074173,43.7857132,-79.5931766,supermarket
node/6562153132,43.7910826,-79.5442101,supermarket
node/6589646933,43.8675856,-79.4125566,supermarket
node/6606279361,43.8460925,-79.0209653,supermarket
node/6606386786,43.8488981,-79.0219553,supermarket
node/6606419417,43.8416969,-79.0238414,supermarket
node/6606459482,43.8435717,-79.0276547,supermarket
node/6606558439,43.8599589,-79.0263392,supermarket
node/6621310461,43.8589231,-79.4885682,supermarket
node/6662835635,43.6494258,-79.417524,supermarket
node/6680665671,43.762572,-79.4106361,supermarket
node/6685669994,43.665799,-79.350503,supermarket
node/6685670208,43.6604732,-79.3421379,supermarket
node/6709004403,43.7540623,-79.4685692,supermarket
node/6766650052,43.6419635,-79.3796955,supermarket
node/6804490485,43.5641299,-79.5792964,supermarket
node/6815860555,43.8614311,-79.0193283,supermarket
node/6815860560,43.8615085,-79.0188348,supermarket
node/6874103129,43.6709811,-79.3873332,supermarket
node/6917300939,43.6713124,-79.2946044,supermarket
node/6994152432,43.6399598,-79.4233369,supermarket
node/7076633776,43.8377789,-79.0896569,supermarket
node/7099942514,43.8520341,-79.5215787,supermarket
node/7170144138,43.8723142,-79.3659749,supermarket
node/7178328454,43.6667283,-79.4685209,supermarket
node/7195257538,43.8517937,-79.5351617,supermarket
node/7195302656,43.8274605,-79.5419689,supermarket
node/7195380403,43.8270082,-79.5584928,supermarket
node/7553017339,43.7284568,-79.4321435,supermarket
node/7553017345,43.7289977,-79.4323771,supermarket
node/7553522081,43.7043536,-79.4922878,supermarket
node/7553790776,43.7815083,-79.4901462,supermarket
node/7557332742,43.7008184,-79.4271017,supermarket
node/7571813650,43.6732482,-79.4688775,supermarket
node/7734505030,43.7957595,-79.2315488,supermarket
node/7745266374,43.7352192,-79.2527434,supermarket
node/7759217325,43.7501438,-79.2775351,supermarket
node/7781394310,43.6608768,-79.3786869,supermarket
node/7813667191,43.61254,-79.6998812,supermarket
node/7859245720,43.7189345,-79.5118741,supermarket
node/7881381264,43.6662777,-79.4383042,supermarket
node/7899974042,43.637136,-79.3991607,supermarket
node/8023696432,43.8171274,-79.6021946,supermarket
node/8024345886,43.8506489,-79.3502505,supermarket
node/8040515388,43.7042642,-79.3972232,supermarket
node/8151600398,43.6706924,-79.2974817,supermarket
node/8288458152,43.8081208,-79.4526939,supermarket
node/8496630299,43.5001978,-79.6610618,supermarket
node/8568139850,43.7038297,-79.4128033,supermarket
node/8818248357,43.6578398,-79.3303826,supermarket
node/8888742984,43.6385451,-79.537566,supermarket
node/8912057527,43.6085899,-79.5842676,supermarket
node/8927797217,43.7593411,-79.2978311,supermarket
node/8974940223,43.8471973,-79.0401854,supermarket
node/9006835241,43.882352,-79.4402568,supermarket
node/9018281184,43.8617331,-79.4326261,supermarket
node/9062393606,43.7602981,-79.4113055,supermarket
node/9104480072,43.6456533,-79.4486289,supermarket
node/9139127804,43.6409627,-79.4012055,supermarket
node/9159058105,43.7267707,-79.3428599,supermarket
node/9353851055,43.680237,-79.3390075,supermarket
node/9353873624,43.6933051,-79.3427256,supermarket
node/9512647975,43.6714265,-79.4235408,supermarket
node/9525954007,43.6607936,-79.358363,supermarket
node/9556263051,43.5787115,-79.6168027,supermarket
node/9626932418,43.6584064,-79.3845993,supermarket
node/9697406933,43.7190753,-79.2835706,supermarket
node/9780603117,43.6856746,-79.5235516,supermarket
node/10078563189,43.6298822,-79.6277993,supermarket
node/10087926795,43.8318528,-79.5338184,supermarket
node/10172428580,43.8071998,-79.5504833,supermarket
node/10236495200,43.6424718,-79.380761,supermarket
node/10289513559,43.8414776,-79.0840192,supermarket
node/10816749843,43.8306855,-79.1227466,supermarket
node/10820481470,43.7343715,-79.6047123,supermarket
node/10844951989,43.7244137,-79.4573091,supermarket
node/10845293439,43.7634154,-79.4994666,supermarket
node/10875495069,43.6967696,-79.5039216,supermarket
node/10893291926,43.6493176,-79.528495,supermarket
node/10900647380,43.5779582,-79.6210028,supermarket
node/10910006403,43.776859,-79.3458512,supermarket
node/10918386575,43.8828977,-79.4417917,supermarket
node/11049774495,43.5509808,-79.6875837,supermarket
node/11143641027,43.8330065,-79.269105,supermarket
node/11163899712,43.6660987,-79.3180575,supermarket
node/11229155922,43.6545596,-79.4013737,supermarket
node/11352851945,43.6162232,-79.6407984,supermarket
node/11415784175,43.6117623,-79.5551095,supermarket
node/11550138057,43.6518799,-79.3775222,supermarket
node/11582657744,43.6941927,-79.4578761,supermarket
node/11582725856,43.6913936,-79.4702819,supermarket
node/11582798793,43.7071424,-79.395634,supermarket
node/11609761766,43.8195707,-79.3903813,supermarket
node/11609834477,43.8200196,-79.3892607,supermarket
node/11612201947,43.7959872,-79.4340091,supermarket
node/11642275879,43.7649247,-79.4121214,supermarket
node/11663544527,43.6438906,-79.3715081,supermarket
node/11773643400,43.6497704,-79.4319221,supermarket
node/11774800150,43.7650999,-79.1913396,supermarket
node/11974058317,43.6085457,-79.58334,supermarket
node/12070412672,43.5798346,-79.6134673,supermarket
node/12195834210,43.5469996,-79.590122,supermarket
node/12212047807,43.7222075,-79.2354061,supermarket
node/12233587228,43.6429646,-79.3957495,supermarket
node/12245054117,43.6507177,-79.4788153,supermarket
node/12250879245,43.7045095,-79.3497844,supermarket
node/12271450602,43.5991698,-79.6792654,supermarket
node/12344862008,43.6487628,-79.3915521,supermarket
node/12371962590,43.8032699,-79.4168543,supermarket
node/12469089907,43.8600572,-79.3048749,supermarket
node/12512826096,43.6809,-79.4718683,supermarket
node/12560884956,43.6606706,-79.3848052,supermarket
node/12566554506,43.6842995,-79.415487,supermarket
node/12583199433,43.7084853,-79.3764438,supermarket
node/12621409886,43.6816308,-79.4734174,supermarket
